,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,dog_type,Breed_probability1,p1_conf,favorite_count,retweet_count
173,851224888060895234,2017-04-10 00:06:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Snoop. His number one passion is sticking his head out of car windows, so he purchased some doggles. Stylish af. 13/10 happy travels https://t.co/iHYfZdz444",13.0,10.0,Snoop,unknown,,,21002.0,5907.0
174,850753642995093505,2017-04-08 16:54:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",11.0,10.0,Kyle,unknown,pug,0.996952,31472.0,9558.0
175,850380195714523136,2017-04-07 16:10:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO,13.0,10.0,Leo,unknown,,,13303.0,2704.0
176,850145622816686080,2017-04-07 00:38:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Riley. He's making new friends. Jubilant as h*ck for the fun times ahead. 11/10 for all pups pictured https://t.co/PCX25VV78l,11.0,10.0,Riley,unknown,tennis_ball,0.7147979999999999,16623.0,3944.0
177,850019790995546112,2017-04-06 16:18:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,12.0,10.0,Boomer,pupper,Shetland_sheepdog,0.759907,20821.0,5055.0
178,849776966551130114,2017-04-06 00:13:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seriously guys? Again? We only rate dogs. Please stop submitting other things like this super good hammerhead shark. Thank you... 12/10 https://t.co/TCMC90mSOT,12.0,10.0,None,unknown,,,31061.0,7867.0
179,849412302885593088,2017-04-05 00:04:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noosh. He noticed you were in the shower and thought you could use some company. 12/10 h*ckin loyal https://t.co/Uq3ChFgWA3,12.0,10.0,Noosh,unknown,schipperke,0.907559,16194.0,3254.0
180,849336543269576704,2017-04-04 19:03:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","At first I thought this was a dog because of the sign, but it is clearly Wilson from Home Improvement. Please only send in dogs... 11/10 https://t.co/jqPk1BZ6xu",11.0,10.0,None,unknown,,,11634.0,1958.0
181,849051919805034497,2017-04-04 00:12:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. Kevin doesn't give a single h*ck. Will sit in the fountain if he wants to. 13/10 churlish af https://t.co/r6GjO6MbZz,13.0,10.0,Kevin,unknown,,,43283.0,8815.0
182,848690551926992896,2017-04-03 00:16:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,12.0,10.0,None,unknown,flat-coated_retriever,0.8236479999999999,25735.0,4477.0
183,848324959059550208,2017-04-02 00:03:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Odin. He's supposed to be giving directions but he'd rather look at u like that. Should probably buckle pup. 12/10 distracting as h*ck https://t.co/1pSqUbLQ5Z,12.0,10.0,Odin,unknown,malamute,0.5445760000000001,25286.0,4766.0
184,848212111729840128,2017-04-01 16:35:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Jerry. He's doing a distinguished tongue slip. Slightly patronizing tbh. You think you're better than us, Jerry? 6/10 hold me back https://t.co/DkOBbwulw1",6.0,10.0,Jerry,unknown,,,16687.0,3181.0
185,847971574464610304,2017-04-01 00:39:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @basic_vacek_: I love my new mug easy 13/10 @dog_rates https://t.co/0bYtoL7Wwt,13.0,10.0,None,unknown,,,0.0,442.0
186,847962785489326080,2017-04-01 00:04:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Georgie. He's very shy. Only puppears when called. Aggressively average at fetch. Unique front paws. Looks slippery. 10/10 would pet https://t.co/rcDs5LkiSj,10.0,10.0,Georgie,unknown,,,24032.0,5290.0
187,847842811428974592,2017-03-31 16:07:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow. 12/10, but he needs your help

https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798",12.0,10.0,Rontu,unknown,Bernese_mountain_dog,0.951337,5582.0,1382.0
188,847606175596138505,2017-03-31 00:27:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cannon. He just heard something behind him. Fr*ckin frightened af. 12/10 don't look back just run https://t.co/WTPBWT6Ux1,12.0,10.0,Cannon,unknown,,,19211.0,3538.0
189,847251039262605312,2017-03-30 00:56:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,12.0,10.0,Furzey,unknown,,,20941.0,4459.0
190,847157206088847362,2017-03-29 18:43:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r",11.0,10.0,Daisy,unknown,,,20409.0,6090.0
191,847116187444137987,2017-03-29 16:00:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unbelievable... We. Only. Rate. Dogs. Please stop sending in other things like this Blossoming Flop Kangaroo. Thank you... 11/10 https://t.co/EeeErAbso0,11.0,10.0,None,unknown,,,21922.0,3319.0
192,846874817362120707,2017-03-29 00:01:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe",13.0,10.0,Tuck,unknown,,,20565.0,4083.0
193,846514051647705089,2017-03-28 00:07:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,13.0,10.0,Barney,doggo,golden_retriever,0.650003,45729.0,12080.0
194,846153765933735936,2017-03-27 00:15:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,13.0,10.0,Vixen,unknown,,,32479.0,9462.0
195,846042936437604353,2017-03-26 16:55:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,12.0,10.0,Jarvis,unknown,golden_retriever,0.96111,16394.0,3010.0
196,845812042753855489,2017-03-26 01:38:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We usually don't rate polar bears but this one seems extra good. Majestic as h*ck. 13/10 would hug for a while https://t.co/TLNexlqzXP,13.0,10.0,None,unknown,Samoyed,0.979803,30032.0,9109.0
197,845677943972139009,2017-03-25 16:45:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",12.0,10.0,None,unknown,chow,0.8086810000000001,25809.0,4980.0
198,845397057150107648,2017-03-24 22:08:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",13.0,10.0,Mimosa,doggo,,,7830.0,1879.0
199,845306882940190720,2017-03-24 16:10:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,12.0,10.0,Pickles,pupper,,,23961.0,5626.0
200,844973813909606400,2017-03-23 18:07:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",12.0,10.0,Brady,unknown,Labrador_retriever,0.742421,15516.0,3355.0
201,844704788403113984,2017-03-23 00:18:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's the bee I just wanna talk https://t.co/2RYiLGHuPN,13.0,10.0,Luna,unknown,Labrador_retriever,0.980213,,
202,844580511645339650,2017-03-22 16:04:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Charlie. He wants to know if you have a moment to talk about washing machine insurance policies. 11/10 would hear him out https://t.co/gAzPqT7uyk,11.0,10.0,Charlie,unknown,,,16952.0,3279.0
203,844223788422217728,2017-03-21 16:26:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,12.0,10.0,Margo,unknown,Labrador_retriever,0.71951,14000.0,2298.0
204,843856843873095681,2017-03-20 16:08:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both 12/10 https://t.co/f5C5l5wa0e,12.0,10.0,Sadie,unknown,Labrador_retriever,0.92254,22027.0,4846.0
205,843604394117681152,2017-03-19 23:25:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,11.0,10.0,Hank,unknown,,,17364.0,2886.0
206,843235543001513987,2017-03-18 22:59:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,13.0,10.0,Tycho,unknown,Pembroke,0.958452,22147.0,6331.0
207,842892208864923648,2017-03-18 00:15:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d,13.0,10.0,Stephan,unknown,Chihuahua,0.50537,,
208,842846295480000512,2017-03-17 21:13:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,13.0,10.0,Charlie,unknown,,,15667.0,3777.0
209,842765311967449089,2017-03-17 15:51:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l",12.0,10.0,Indie,unknown,tub,0.665238,6950.0,1338.0
210,842535590457499648,2017-03-17 00:38:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe,13.0,10.0,Winnie,unknown,Pembroke,0.685084,18630.0,3675.0
211,842163532590374912,2017-03-16 00:00:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,12.0,10.0,George,unknown,French_bulldog,0.891227,25198.0,6085.0
212,842115215311396866,2017-03-15 20:48:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,12.0,10.0,Bentley,unknown,,,14421.0,3185.0
213,841833993020538882,2017-03-15 02:10:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,13.0,10.0,Ken,unknown,,,0.0,16052.0
214,841680585030541313,2017-03-14 16:01:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",12.0,10.0,Penny,unknown,Chihuahua,0.547401,26449.0,8140.0
215,841439858740625411,2017-03-14 00:04:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,14.0,10.0,None,unknown,,,13015.0,3865.0
216,841314665196081154,2017-03-13 15:47:01,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,13.0,10.0,Max,unknown,,,16318.0,4915.0
217,841077006473256960,2017-03-13 00:02:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,12.0,10.0,Dawn,unknown,Brittany_spaniel,0.962985,23590.0,5568.0
218,840696689258311684,2017-03-11 22:51:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7,10.0,10.0,None,unknown,web_site,0.8417680000000001,12678.0,1033.0
219,840632337062862849,2017-03-11 18:35:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",12.0,10.0,Maddie,unknown,golden_retriever,0.711148,9257.0,1844.0
220,840370681858686976,2017-03-11 01:15:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You have been visited by the magical sugar jar puggo. He has granted you three boops. 13/10 would use immediately https://t.co/76iL7JUQdG,13.0,10.0,None,unknown,,,16988.0,4785.0
221,840268004936019968,2017-03-10 18:27:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,12.0,10.0,Monty,unknown,Chesapeake_Bay_retriever,0.8639870000000001,19897.0,6023.0
222,839990271299457024,2017-03-10 00:04:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,13.0,10.0,Sojourner,unknown,Staffordshire_bullterrier,0.604938,13843.0,2409.0
223,839549326359670784,2017-03-08 18:52:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 would happily oblige https://t.co/GuxEXTdnMu",12.0,10.0,Winston,unknown,,,28396.0,8181.0
224,839290600511926273,2017-03-08 01:44:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @alexmartindawg: THE DRINK IS DR. PUPPER 10/10 good pun @matt___nelson @GoodDogsGame https://t.co/act3duiqbL,10.0,10.0,None,pupper,web_site,0.670892,0.0,148.0
225,839239871831150596,2017-03-07 22:22:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,13.0,10.0,Odie,unknown,,,28086.0,6881.0
226,838921590096166913,2017-03-07 01:17:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,13.0,10.0,Arlo,unknown,,,11547.0,2178.0
227,838916489579200512,2017-03-07 00:57:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @KibaDva: I collected all the good dogs!! 15/10 @dog_rates #GoodDogs https://t.co/6UCGFczlOI,15.0,10.0,None,unknown,web_site,0.993651,0.0,36.0
228,838561493054533637,2017-03-06 01:26:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,13.0,10.0,Walter,unknown,,,11296.0,1393.0
229,838476387338051585,2017-03-05 19:48:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,13.0,10.0,Stanley,unknown,Great_Pyrenees,0.997692,23327.0,5063.0
230,838083903487373313,2017-03-04 17:49:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,13.0,10.0,Daisy,unknown,chow,0.800975,18209.0,3330.0
231,837820167694528512,2017-03-04 00:21:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",12.0,10.0,None,pupper,golden_retriever,0.887625,35367.0,8283.0
232,837482249356513284,2017-03-03 01:58:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. He's a ship captain in real life and in @GoodDogsGame. Must've gotten to the max level (wink) 13/10 would sail with https://t.co/Z3LAaV2pKz,13.0,10.0,Waffles,unknown,,,3968.0,464.0
233,837471256429613056,2017-03-03 01:14:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,12.0,10.0,Vincent,unknown,Norwegian_elkhound,0.976255,13229.0,2403.0
234,837366284874571778,2017-03-02 18:17:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lucy. She has a portrait of herself on her ear. Excellent for identification pupposes. 13/10 innovative af https://t.co/uNmxbL2lns,13.0,10.0,Lucy,unknown,American_Staffordshire_terrier,0.660085,21914.0,5594.0
235,837110210464448512,2017-03-02 01:20:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,13.0,10.0,Clark,pupper,Siberian_husky,0.767696,16595.0,2515.0
236,837012587749474308,2017-03-01 18:52:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @KennyFromDaBlok: 14/10 h*ckin good hats. will wear daily @dog_rates https://t.co/rHLoU5gS30,14.0,10.0,None,unknown,,,,
237,836989968035819520,2017-03-01 17:22:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM,12.0,10.0,Mookie,unknown,shopping_cart,0.572422,13170.0,2422.0
238,836753516572119041,2017-03-01 01:42:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,12.0,10.0,Meera,doggo,,,19947.0,4869.0
239,836677758902222849,2017-02-28 20:41:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Oliver. He's pretty exotic. Fairly pupset as well. Too many midterms coming pup. 11/10 would pet with extreme caution https://t.co/fGAPAsxjKs,11.0,10.0,Oliver,unknown,,,13064.0,2348.0
240,836380477523124226,2017-02-28 01:00:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",12.0,10.0,Ava,pupper,,,15279.0,3140.0
241,836260088725786625,2017-02-27 17:01:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy https://t.co/gA2GECjiQD,13.0,10.0,Lucy,unknown,borzoi,0.564688,22035.0,4523.0
242,836001077879255040,2017-02-26 23:52:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Atlas is back and this time he's prettier than the sunset. Seems to be aware of it too. 13/10 would give modeling contract https://t.co/uRdKlFArQE,13.0,10.0,None,unknown,Samoyed,0.963558,19779.0,4524.0
243,835574547218894849,2017-02-25 19:37:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,11.0,10.0,Eli,unknown,Staffordshire_bullterrier,0.6106550000000001,18452.0,3823.0
244,835297930240217089,2017-02-25 01:18:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,12.0,10.0,Ash,unknown,,,17044.0,3174.0
245,835264098648616962,2017-02-24 23:04:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help

https://t.co/FYFyHh7rir https://t.co/IiB7ggduoU",12.0,10.0,Lola,unknown,,,8009.0,1801.0
246,835172783151792128,2017-02-24 17:01:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 would still pet https://t.co/8fX2VkExnL,12.0,10.0,None,unknown,Border_collie,0.663138,27104.0,6074.0
247,834931633769889797,2017-02-24 01:03:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tucker. He decided it was time to part ways with his favorite ball. We captured the emotional farewell on camera. 12/10 https://t.co/jTe7Y6P0HK,12.0,10.0,Tucker,unknown,,,11223.0,1746.0
248,834786237630337024,2017-02-23 15:25:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,13.0,10.0,Tobi,unknown,,,22000.0,5827.0
249,834574053763584002,2017-02-23 01:22:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,13.0,10.0,None,doggo,,,14185.0,2680.0
250,834458053273591808,2017-02-22 17:41:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",12.0,10.0,Chester,unknown,,,9963.0,1778.0
251,834209720923721728,2017-02-22 01:14:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,12.0,10.0,Wilson,unknown,golden_retriever,0.754799,21363.0,5060.0
252,834167344700198914,2017-02-21 22:26:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,11.0,10.0,Sunshine,unknown,,,16365.0,3856.0
253,834086379323871233,2017-02-21 17:04:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG,12.0,10.0,Lipton,unknown,,,13556.0,2347.0
254,833863086058651648,2017-02-21 02:17:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,12.0,10.0,Bentley,unknown,,,13923.0,2534.0
255,833826103416520705,2017-02-20 23:50:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,13.0,10.0,Charlie,unknown,,,18695.0,3957.0
256,833722901757046785,2017-02-20 17:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,13.0,10.0,Bronte,unknown,West_Highland_white_terrier,0.918144,21528.0,3401.0
257,833479644947025920,2017-02-20 00:53:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,13.0,10.0,Poppy,unknown,golden_retriever,0.727039,15410.0,2184.0
